ID,TOTAL,TOTAL_DEM,TOTAL_REP,TOTAL_REG,WHITE,WHITE_DEM,WHITE_REP,WHITE_REG,BLACK,BLACK_DEM,BLACK_REP,BLACK_REG,HISPANIC,HISPANIC_DEM,HISPANIC_REP,HISPANIC_REG,ASIAN,ASIAN_DEM,ASIAN_REP,ASIAN_REG,OTHER,OTHER_DEM,OTHER_REP,OTHER_REG,TOTAL_DEM_PER,TOTAL_REP_PER,WHITE_PER,WHITE_DEM_PER,WHITE_REP_PER,BLACK_PER,BLACK_DEM_PER,BLACK_REP_PER,HISPANIC_PER,HISPANIC_DEM_PER,HISPANIC_REP_PER,ASIAN_PER,ASIAN_DEM_PER,ASIAN_REP_PER,OTHER_PER,OTHER_DEM_PER,OTHER_REP_PER,DISTRICT
19005-WL/HV,256,63,152,215,220,53,132,185,0,0,0,0,3,1,2,3,0,0,0,0,33,9,18,27,0.293023255813954,0.706976744186047,0.86046511627907,0.286486486486487,0.713513513513514,0,0,0,0.013953488372093,0.333333333333333,0.666666666666667,0,0,0,0.125581395348837,0.333333333333333,0.666666666666667,2
19005-UP/MK/FC/JF/LL,1390,217,890,1107,1165,192,744,936,0,0,0,0,9,1,5,6,2,1,1,2,214,23,140,163,0.196025293586269,0.803974706413731,0.845528455284553,0.205128205128205,0.794871794871795,0,0,0,0.00542005420054201,0.166666666666667,0.833333333333333,0.001806684733514,0.5,0.5,0.147244805781391,0.141104294478528,0.858895705521472,2
19005-PO/FK/PV CITY,839,161,448,609,570,107,315,422,1,1,0,1,52,15,9,24,2,1,0,1,214,37,124,161,0.264367816091954,0.735632183908046,0.692939244663383,0.253554502369668,0.746445497630332,0.00164203612479475,1,0,0.0394088669950739,0.625,0.375,0.00164203612479475,1,0,0.264367816091954,0.229813664596273,0.770186335403727,2
19005-PC/LT/WV CITY,416,72,242,314,331,59,192,251,0,0,0,0,5,1,3,4,2,1,1,2,78,11,46,57,0.229299363057325,0.770700636942675,0.799363057324841,0.235059760956175,0.764940239043825,0,0,0,0.0127388535031847,0.25,0.75,0.00636942675159236,0.5,0.5,0.181528662420382,0.192982456140351,0.807017543859649,2
19005-FV/TL/HF CITY,564,142,279,421,464,125,220,345,0,0,0,0,19,4,10,14,1,0,0,0,80,13,49,62,0.33729216152019,0.66270783847981,0.819477434679335,0.36231884057971,0.63768115942029,0,0,0,0.0332541567695962,0.285714285714286,0.714285714285714,0,0,0,0.147268408551069,0.209677419354839,0.790322580645161,2
19005-LF/CN/LS/LS CITY,1244,329,570,899,1030,283,473,756,5,0,4,4,9,2,5,7,5,1,2,3,195,43,86,129,0.365962180200223,0.634037819799778,0.840934371523916,0.374338624338624,0.625661375661376,0.00444938820912125,0,1,0.00778642936596218,0.285714285714286,0.714285714285714,0.00333704115684093,0.333333333333333,0.666666666666667,0.14349276974416,0.333333333333333,0.666666666666667,2
19005-UC/IA/NA CITY,540,74,304,378,457,65,255,320,0,0,0,0,17,4,11,15,0,0,0,0,66,5,38,43,0.195767195767196,0.804232804232804,0.846560846560847,0.203125,0.796875,0,0,0,0.0396825396825397,0.266666666666667,0.733333333333333,0,0,0,0.113756613756614,0.116279069767442,0.883720930232558,2
19005-WK 3 CITY,711,118,438,556,580,99,353,452,0,0,0,0,6,2,1,3,3,2,0,2,122,15,84,99,0.212230215827338,0.787769784172662,0.81294964028777,0.219026548672566,0.780973451327434,0,0,0,0.00539568345323741,0.666666666666667,0.333333333333333,0.00359712230215827,1,0,0.178057553956835,0.151515151515152,0.848484848484849,2
19005-WK 2 CITY,648,137,370,507,548,114,319,433,3,1,2,3,2,0,1,1,2,0,0,0,93,22,48,70,0.270216962524655,0.729783037475345,0.854043392504931,0.263279445727483,0.736720554272517,0.00591715976331361,0.333333333333333,0.666666666666667,0.0019723865877712,0,1,0,0,0,0.138067061143984,0.314285714285714,0.685714285714286,2
19005-WK 1 CITY,664,125,391,516,542,105,319,424,0,0,0,0,11,2,7,9,0,0,0,0,111,18,65,83,0.242248062015504,0.757751937984496,0.821705426356589,0.247641509433962,0.752358490566038,0,0,0,0.0174418604651163,0.222222222222222,0.777777777777778,0,0,0,0.160852713178295,0.216867469879518,0.783132530120482,2
19007-Union/Udell,378,56,215,271,320,49,181,230,1,0,1,1,2,1,1,2,0,0,0,0,55,6,32,38,0.206642066420664,0.793357933579336,0.848708487084871,0.21304347826087,0.78695652173913,0.003690036900369,0,1,0.00738007380073801,0.5,0.5,0,0,0,0.140221402214022,0.157894736842105,0.842105263157895,3
19007-Washington Wells,486,83,277,360,419,67,248,315,0,0,0,0,2,0,2,2,0,0,0,0,65,16,27,43,0.230555555555556,0.769444444444445,0.875,0.212698412698413,0.787301587301587,0,0,0,0.00555555555555556,0,1,0,0,0,0.119444444444444,0.372093023255814,0.627906976744186,3
19007-Caldwell,241,45,143,188,215,42,124,166,1,0,0,0,1,0,0,0,1,0,1,1,23,3,18,21,0.23936170212766,0.76063829787234,0.882978723404255,0.253012048192771,0.746987951807229,0,0,0,0,0,0,0.00531914893617021,0,1,0.111702127659574,0.142857142857143,0.857142857142857,3
19007-Pleasant Franklin,426,84,211,295,370,70,185,255,0,0,0,0,6,1,2,3,1,0,0,0,49,13,24,37,0.284745762711864,0.715254237288136,0.864406779661017,0.274509803921569,0.725490196078431,0,0,0,0.0101694915254237,0.333333333333333,0.666666666666667,0,0,0,0.125423728813559,0.351351351351351,0.648648648648649,3
19007-Johns Independence Lincoln,433,78,242,320,374,69,202,271,0,0,0,0,4,0,3,3,6,0,5,5,49,9,32,41,0.24375,0.75625,0.846875,0.254612546125461,0.745387453874539,0,0,0,0.009375,0,1,0.015625,0,1,0.128125,0.219512195121951,0.780487804878049,3
19007-Taylor Chariton,631,102,350,452,552,83,305,388,0,0,0,0,8,4,2,6,2,1,1,2,69,14,42,56,0.225663716814159,0.774336283185841,0.858407079646018,0.213917525773196,0.786082474226804,0,0,0,0.0132743362831858,0.666666666666667,0.333333333333333,0.00442477876106195,0.5,0.5,0.123893805309735,0.25,0.75,3
19007-Walnut,445,85,229,314,375,71,189,260,1,0,0,0,1,0,1,1,0,0,0,0,68,14,39,53,0.270700636942675,0.729299363057325,0.828025477707006,0.273076923076923,0.726923076923077,0,0,0,0.00318471337579618,0,1,0,0,0,0.168789808917197,0.264150943396226,0.735849056603774,3
19007-Vermillion Douglas Sharon Bellair,950,172,547,719,806,142,474,616,0,0,0,0,9,3,4,7,2,0,2,2,133,27,67,94,0.239221140472879,0.760778859527121,0.856745479833102,0.230519480519481,0.769480519480519,0,0,0,0.00973574408901252,0.428571428571429,0.571428571428571,0.00278164116828929,0,1,0.130737134909597,0.287234042553192,0.712765957446809,3
19007-Centerville W1,862,197,424,621,749,162,373,535,0,0,0,0,12,3,6,9,8,3,3,6,93,29,42,71,0.317230273752013,0.682769726247987,0.861513687600644,0.302803738317757,0.697196261682243,0,0,0,0.0144927536231884,0.333333333333333,0.666666666666667,0.00966183574879227,0.5,0.5,0.114331723027375,0.408450704225352,0.591549295774648,3
19007-Centerville W2,751,174,357,531,657,152,317,469,0,0,0,0,13,4,3,7,4,0,2,2,77,18,35,53,0.327683615819209,0.672316384180791,0.883239171374765,0.32409381663113,0.67590618336887,0,0,0,0.0131826741996234,0.571428571428571,0.428571428571429,0.00376647834274953,0,1,0.0998116760828625,0.339622641509434,0.660377358490566,3
19007-Centerville W3,835,202,382,584,704,170,328,498,1,0,0,0,16,6,6,12,7,1,2,3,107,25,46,71,0.345890410958904,0.654109589041096,0.852739726027397,0.34136546184739,0.65863453815261,0,0,0,0.0205479452054795,0.5,0.5,0.00513698630136986,0.333333333333333,0.666666666666667,0.121575342465753,0.352112676056338,0.647887323943662,3
19009-Precinct 1,1769,359,985,1344,1519,315,846,1161,1,0,0,0,15,5,2,7,11,0,7,7,223,39,130,169,0.267113095238095,0.732886904761905,0.863839285714286,0.271317829457364,0.728682170542636,0,0,0,0.00520833333333333,0.714285714285714,0.285714285714286,0.00520833333333333,0,1,0.125744047619048,0.230769230769231,0.769230769230769,4
19009-Precinct 2,1463,342,776,1118,1260,311,655,966,0,0,0,0,4,1,2,3,9,0,6,6,190,30,113,143,0.305903398926655,0.694096601073345,0.864042933810376,0.321946169772257,0.678053830227743,0,0,0,0.00268336314847943,0.333333333333333,0.666666666666667,0.00536672629695886,0,1,0.127906976744186,0.20979020979021,0.79020979020979,4
19011-Precinct Bp3,408,118,166,284,331,100,132,232,0,0,0,0,10,4,4,8,1,0,1,1,66,14,29,43,0.415492957746479,0.584507042253521,0.816901408450704,0.431034482758621,0.568965517241379,0,0,0,0.028169014084507,0.5,0.5,0.00352112676056338,0,1,0.151408450704225,0.325581395348837,0.674418604651163,2
19011-Precinct Bp1,391,68,169,237,301,47,125,172,0,0,0,0,7,1,3,4,2,0,0,0,81,20,41,61,0.286919831223629,0.713080168776371,0.725738396624473,0.273255813953488,0.726744186046512,0,0,0,0.0168776371308017,0.25,0.75,0,0,0,0.257383966244726,0.327868852459016,0.672131147540984,2
19011-Precinct Bp2,323,68,122,190,256,57,97,154,0,0,0,0,1,0,1,1,5,0,4,4,61,11,20,31,0.357894736842105,0.642105263157895,0.810526315789474,0.37012987012987,0.62987012987013,0,0,0,0.00526315789473684,0,1,0.0210526315789474,0,1,0.163157894736842,0.354838709677419,0.645161290322581,2
19011-Precinct Bn,1584,347,705,1052,1328,300,586,886,0,0,0,0,9,2,1,3,9,1,5,6,238,44,113,157,0.329847908745247,0.670152091254753,0.842205323193916,0.338600451467269,0.661399548532731,0,0,0,0.00285171102661597,0.666666666666667,0.333333333333333,0.00570342205323194,0.166666666666667,0.833333333333333,0.149239543726236,0.280254777070064,0.719745222929936,2
19011-Precinct Bg,697,142,332,474,597,122,280,402,0,0,0,0,5,2,1,3,1,1,0,1,94,17,51,68,0.29957805907173,0.70042194092827,0.848101265822785,0.303482587064677,0.696517412935323,0,0,0,0.00632911392405063,0.666666666666667,0.333333333333333,0.00210970464135021,1,0,0.143459915611814,0.25,0.75,2
19011-Precinct Br,595,78,325,403,499,64,277,341,0,0,0,0,8,1,2,3,2,0,1,1,86,13,45,58,0.193548387096774,0.806451612903226,0.846153846153846,0.187683284457478,0.812316715542522,0,0,0,0.00744416873449132,0.333333333333333,0.666666666666667,0.00248138957816377,0,1,0.143920595533499,0.224137931034483,0.775862068965517,2
19011-Precinct Ed,1231,196,668,864,1060,164,573,737,0,0,0,0,14,1,8,9,2,0,0,0,155,31,87,118,0.226851851851852,0.773148148148148,0.853009259259259,0.222523744911805,0.777476255088195,0,0,0,0.0104166666666667,0.111111111111111,0.888888888888889,0,0,0,0.136574074074074,0.26271186440678,0.73728813559322,2
19011-Precinct El,689,141,297,438,579,125,249,374,0,0,0,0,3,0,2,2,1,0,0,0,106,16,46,62,0.321917808219178,0.678082191780822,0.853881278538813,0.334224598930481,0.665775401069519,0,0,0,0.0045662100456621,0,1,0,0,0,0.141552511415525,0.258064516129032,0.741935483870968,2
19011-Precinct Fl,794,168,352,520,671,142,292,434,0,0,0,0,5,2,1,3,3,1,2,3,115,23,57,80,0.323076923076923,0.676923076923077,0.834615384615385,0.327188940092166,0.672811059907834,0,0,0,0.00576923076923077,0.666666666666667,0.333333333333333,0.00576923076923077,0.333333333333333,0.666666666666667,0.153846153846154,0.2875,0.7125,2
19011-Precinct Fr,1695,365,698,1063,1407,293,580,873,1,0,1,1,12,4,1,5,17,7,4,11,258,61,112,173,0.343367826904986,0.656632173095014,0.821260583254939,0.335624284077892,0.664375715922108,0.000940733772342427,0,1,0.00470366886171214,0.8,0.2,0.0103480714957667,0.636363636363636,0.363636363636364,0.16274694261524,0.352601156069364,0.647398843930636,2
19011-Precinct Ia,891,157,405,562,710,118,331,449,0,0,0,0,16,5,3,8,1,1,0,1,164,33,71,104,0.279359430604982,0.720640569395018,0.798932384341637,0.262806236080178,0.737193763919822,0,0,0,0.0142348754448399,0.625,0.375,0.00177935943060498,1,0,0.185053380782918,0.317307692307692,0.682692307692308,2
19011-Precinct Ho,564,84,278,362,460,63,233,296,0,0,0,0,4,0,3,3,6,1,3,4,94,20,39,59,0.232044198895028,0.767955801104972,0.81767955801105,0.212837837837838,0.787162162162162,0,0,0,0.00828729281767956,0,1,0.0110497237569061,0.25,0.75,0.162983425414365,0.338983050847458,0.661016949152542,2
19011-Precinct Po,1367,327,524,851,1103,259,429,688,0,0,0,0,12,3,3,6,5,0,2,2,247,65,90,155,0.384253819036428,0.615746180963572,0.808460634547591,0.376453488372093,0.623546511627907,0,0,0,0.00705052878965923,0.5,0.5,0.00235017626321974,0,1,0.18213866039953,0.419354838709677,0.580645161290323,2
19011-Precinct Vt1,689,138,319,457,591,111,280,391,0,0,0,0,7,3,2,5,0,0,0,0,91,24,37,61,0.301969365426696,0.698030634573304,0.855579868708972,0.283887468030691,0.71611253196931,0,0,0,0.0109409190371991,0.6,0.4,0,0,0,0.133479212253829,0.39344262295082,0.60655737704918,2
19011-Precinct Vt2,472,101,206,307,394,81,173,254,0,0,0,0,7,1,3,4,8,2,4,6,63,17,26,43,0.328990228013029,0.671009771986971,0.827361563517915,0.318897637795276,0.681102362204724,0,0,0,0.0130293159609121,0.25,0.75,0.0195439739413681,0.333333333333333,0.666666666666667,0.140065146579805,0.395348837209302,0.604651162790698,2
19011-Precinct Vt3,679,137,298,435,574,125,246,371,0,0,0,0,6,1,3,4,1,1,0,1,98,10,49,59,0.314942528735632,0.685057471264368,0.852873563218391,0.336927223719677,0.663072776280324,0,0,0,0.00919540229885058,0.25,0.75,0.00229885057471264,1,0,0.135632183908046,0.169491525423729,0.830508474576271,2
19011-Precinct Vt4,647,128,328,456,555,110,279,389,0,0,0,0,8,2,3,5,1,1,0,1,83,15,46,61,0.280701754385965,0.719298245614035,0.853070175438597,0.282776349614396,0.717223650385604,0,0,0,0.0109649122807018,0.4,0.6,0.00219298245614035,1,0,0.133771929824561,0.245901639344262,0.754098360655738,2
19011-Precinct Wa,573,148,216,364,469,118,185,303,1,1,0,1,7,0,1,1,1,0,1,1,95,29,29,58,0.406593406593407,0.593406593406593,0.832417582417583,0.389438943894389,0.610561056105611,0.00274725274725275,1,0,0.00274725274725275,0,1,0.00274725274725275,0,1,0.159340659340659,0.5,0.5,2
19013-Hudson,1541,339,662,1001,1307,289,566,855,0,0,0,0,14,5,3,8,6,1,3,4,214,44,90,134,0.338661338661339,0.661338661338661,0.854145854145854,0.338011695906433,0.661988304093567,0,0,0,0.00799200799200799,0.625,0.375,0.003996003996004,0.25,0.75,0.133866133866134,0.328358208955224,0.671641791044776,2
19013-Mt Vernon,640,169,262,431,543,147,218,365,0,0,0,0,3,1,1,2,0,0,0,0,94,21,43,64,0.392111368909513,0.607888631090487,0.846867749419954,0.402739726027397,0.597260273972603,0,0,0,0.00464037122969838,0.5,0.5,0,0,0,0.148491879350348,0.328125,0.671875,2
19013-Elk Run Heights,636,208,215,423,510,170,174,344,1,1,0,1,22,9,7,16,10,5,2,7,93,23,32,55,0.491725768321513,0.508274231678487,0.813238770685579,0.494186046511628,0.505813953488372,0.00236406619385343,1,0,0.0378250591016548,0.5625,0.4375,0.016548463356974,0.714285714285714,0.285714285714286,0.130023640661939,0.418181818181818,0.581818181818182,2
19013-Union/Washington/Janesville,1110,244,501,745,922,207,413,620,0,0,0,0,7,1,3,4,8,1,4,5,173,35,81,116,0.32751677852349,0.67248322147651,0.832214765100671,0.333870967741936,0.666129032258065,0,0,0,0.00536912751677852,0.25,0.75,0.00671140939597315,0.2,0.8,0.155704697986577,0.301724137931035,0.698275862068966,2
19013-Poy1/E.Wloo/Raymond/Fox/Jesup,1413,371,513,884,1200,305,445,750,0,0,0,0,13,4,1,5,5,1,1,2,195,61,66,127,0.419683257918552,0.580316742081448,0.84841628959276,0.406666666666667,0.593333333333333,0,0,0,0.00565610859728507,0.8,0.2,0.00226244343891403,0.5,0.5,0.143665158371041,0.480314960629921,0.519685039370079,2
19013-Cedar/Poyner 2/Gilbertville,1609,491,547,1038,1360,428,464,892,1,0,1,1,19,6,6,12,9,2,4,6,220,55,72,127,0.473025048169557,0.526974951830443,0.859344894026975,0.479820627802691,0.520179372197309,0.000963391136801541,0,1,0.0115606936416185,0.5,0.5,0.00578034682080925,0.333333333333333,0.666666666666667,0.122350674373796,0.433070866141732,0.566929133858268,2
19013-Big Creek/Spring Creek/La Porte,1622,346,667,1013,1359,297,559,856,0,0,0,0,14,2,4,6,12,3,5,8,237,44,99,143,0.341559723593287,0.658440276406713,0.845014807502468,0.34696261682243,0.65303738317757,0,0,0,0.00592300098716683,0.333333333333333,0.666666666666667,0.00789733464955577,0.375,0.625,0.141164856860809,0.307692307692308,0.692307692307692,2
19013-Black Hawk/Cedar Falls/Lincoln,690,147,344,491,552,124,264,388,3,0,2,2,3,1,0,1,3,2,1,3,129,20,77,97,0.29938900203666,0.70061099796334,0.790224032586558,0.319587628865979,0.680412371134021,0.00407331975560081,0,1,0.00203665987780041,1,0,0.00610997963340122,0.666666666666667,0.333333333333333,0.19755600814664,0.206185567010309,0.793814432989691,2
19013-Barc/Benn/Lester/Dunkerton,1374,285,576,861,1157,245,481,726,2,0,0,0,10,3,5,8,7,4,1,5,198,33,89,122,0.331010452961673,0.668989547038328,0.843205574912892,0.337465564738292,0.662534435261708,0,0,0,0.00929152148664344,0.375,0.625,0.00580720092915215,0.8,0.2,0.141695702671312,0.270491803278689,0.729508196721312,2
19013-Eagle/Orange,627,125,312,437,530,109,259,368,0,0,0,0,5,1,3,4,1,0,1,1,91,15,49,64,0.28604118993135,0.71395881006865,0.842105263157895,0.296195652173913,0.703804347826087,0,0,0,0.0091533180778032,0.25,0.75,0.0022883295194508,0,1,0.146453089244851,0.234375,0.765625,2
19013-Precinct W106,1816,545,707,1252,1415,395,572,967,21,19,1,20,26,12,7,19,29,10,9,19,325,109,118,227,0.435303514376997,0.564696485623003,0.772364217252396,0.408479834539814,0.591520165460186,0.0159744408945687,0.95,0.05,0.0151757188498403,0.631578947368421,0.368421052631579,0.0151757188498403,0.526315789473684,0.473684210526316,0.181309904153355,0.480176211453745,0.519823788546256,2
19013-Precinct W105,860,320,266,586,681,237,218,455,6,3,1,4,12,9,0,9,8,4,1,5,153,67,46,113,0.546075085324232,0.453924914675768,0.776450511945393,0.520879120879121,0.479120879120879,0.0068259385665529,0.75,0.25,0.015358361774744,1,0,0.00853242320819113,0.8,0.2,0.192832764505119,0.592920353982301,0.407079646017699,2
19013-Precinct W104,1357,491,458,949,1043,374,364,738,22,19,1,20,33,13,6,19,18,7,3,10,241,78,84,162,0.517386722866175,0.482613277133825,0.777660695468915,0.506775067750678,0.493224932249323,0.0210748155953635,0.95,0.05,0.0200210748155954,0.68421052631579,0.315789473684211,0.0105374077976818,0.7,0.3,0.170706006322445,0.481481481481481,0.518518518518519,2
19013-Precinct W102,1107,407,352,759,899,318,299,617,26,23,0,23,26,14,2,16,6,4,1,5,150,48,50,98,0.536231884057971,0.463768115942029,0.812911725955204,0.515397082658023,0.484602917341977,0.0303030303030303,1,0,0.0210803689064559,0.875,0.125,0.00658761528326746,0.8,0.2,0.129117259552042,0.489795918367347,0.510204081632653,2
19013-Precinct W103,809,371,163,534,615,284,124,408,35,33,0,33,27,14,1,15,7,4,0,4,125,36,38,74,0.694756554307116,0.305243445692884,0.764044943820225,0.696078431372549,0.303921568627451,0.0617977528089888,1,0,0.0280898876404494,0.933333333333333,0.0666666666666667,0.00749063670411985,1,0,0.138576779026217,0.486486486486487,0.513513513513514,2
19013-Precinct W206,770,249,344,593,633,204,276,480,4,1,0,1,9,7,0,7,8,4,3,7,116,33,65,98,0.419898819561551,0.580101180438449,0.809443507588533,0.425,0.575,0.00168634064080944,1,0,0.0118043844856661,1,0,0.0118043844856661,0.571428571428571,0.428571428571429,0.165261382799325,0.336734693877551,0.663265306122449,2
19013-Precinct W205,924,323,295,618,764,256,255,511,7,7,0,7,22,15,2,17,7,4,1,5,124,41,37,78,0.522653721682848,0.477346278317152,0.826860841423948,0.500978473581213,0.499021526418787,0.0113268608414239,1,0,0.0275080906148867,0.882352941176471,0.117647058823529,0.00809061488673139,0.8,0.2,0.12621359223301,0.525641025641026,0.474358974358974,2
19013-Precinct W204,1022,402,301,703,729,243,245,488,61,54,0,54,20,9,2,11,15,5,5,10,197,91,49,140,0.571834992887625,0.428165007112376,0.694167852062589,0.497950819672131,0.502049180327869,0.0768136557610242,1,0,0.015647226173542,0.818181818181818,0.181818181818182,0.0142247510668563,0.5,0.5,0.199146514935989,0.65,0.35,2
19013-Precinct W202,881,346,270,616,601,206,208,414,79,68,1,69,23,16,1,17,34,9,11,20,144,47,49,96,0.561688311688312,0.438311688311688,0.672077922077922,0.497584541062802,0.502415458937198,0.112012987012987,0.985507246376812,0.0144927536231884,0.0275974025974026,0.941176470588235,0.0588235294117647,0.0324675324675325,0.45,0.55,0.155844155844156,0.489583333333333,0.510416666666667,2
19013-Precinct W203,1123,446,312,758,803,306,231,537,17,10,0,10,42,17,9,26,34,10,15,25,227,103,57,160,0.588390501319261,0.411609498680739,0.70844327176781,0.569832402234637,0.430167597765363,0.0131926121372032,1,0,0.0343007915567282,0.653846153846154,0.346153846153846,0.0329815303430079,0.4,0.6,0.211081794195251,0.64375,0.35625,2
19013-Precinct W306,522,253,112,365,318,118,95,213,109,94,0,94,25,14,2,16,15,2,5,7,55,25,10,35,0.693150684931507,0.306849315068493,0.583561643835617,0.553990610328639,0.446009389671362,0.257534246575342,1,0,0.0438356164383562,0.875,0.125,0.0191780821917808,0.285714285714286,0.714285714285714,0.0958904109589041,0.714285714285714,0.285714285714286,2
19013-Precinct W305,1090,408,321,729,878,325,272,597,14,8,0,8,21,8,3,11,11,0,2,2,166,67,44,111,0.559670781893004,0.440329218106996,0.818930041152263,0.544388609715243,0.455611390284757,0.0109739368998628,1,0,0.0150891632373114,0.727272727272727,0.272727272727273,0.00274348422496571,0,1,0.152263374485597,0.603603603603604,0.396396396396396,2
19013-Precinct W301,1062,433,303,736,868,347,262,609,7,5,0,5,27,10,8,18,8,4,2,6,152,67,31,98,0.588315217391304,0.411684782608696,0.827445652173913,0.569786535303777,0.430213464696223,0.00679347826086957,1,0,0.0244565217391304,0.555555555555556,0.444444444444444,0.00815217391304348,0.666666666666667,0.333333333333333,0.133152173913044,0.683673469387755,0.316326530612245,2
19013-Precinct W302,722,348,169,517,463,176,141,317,140,126,0,126,29,15,4,19,5,0,4,4,85,31,20,51,0.673114119922631,0.326885880077369,0.613152804642166,0.555205047318612,0.444794952681388,0.243713733075435,1,0,0.0367504835589942,0.789473684210526,0.210526315789474,0.00773694390715667,0,1,0.0986460348162476,0.607843137254902,0.392156862745098,2
19013-Precinct W303,771,415,145,560,410,151,115,266,252,216,1,217,36,15,6,21,7,3,3,6,66,30,20,50,0.741071428571429,0.258928571428571,0.475,0.567669172932331,0.432330827067669,0.3875,0.995391705069124,0.00460829493087558,0.0375,0.714285714285714,0.285714285714286,0.0107142857142857,0.5,0.5,0.0892857142857143,0.6,0.4,2
19013-Precinct W402,611,375,83,458,255,100,59,159,250,221,1,222,44,25,3,28,4,1,2,3,58,28,18,46,0.818777292576419,0.181222707423581,0.347161572052402,0.628930817610063,0.371069182389937,0.48471615720524,0.995495495495496,0.0045045045045045,0.0611353711790393,0.892857142857143,0.107142857142857,0.00655021834061135,0.333333333333333,0.666666666666667,0.100436681222707,0.608695652173913,0.391304347826087,2
